Tokens,Labels
"['In', 'the', 'countryside,', 'sheep', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'butterfly', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'cow', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cow,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'spider', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cat', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'squirrel', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'spider', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['A', 'chicken', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheep', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'squirrel', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'butterfly', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['The', 'elephant', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'squirrel', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'squirrel', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'cat', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'horse', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'squirrel', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'cow', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'horse', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'squirrel', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spider', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'butterfly', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'butterfly', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'cat', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'cat', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'horse', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Have', 'you', 'ever', 'had', 'a', 'horse', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'spider', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'chicken', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['The', 'squirrel', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'butterfly', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'cat', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'spider', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spider', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'cow', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'elephant', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'squirrel', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'dog', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cat', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'horse.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Many', 'farmers', 'keep', 'sheep', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'elephant', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'sheep', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'cow', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'dog.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Have', 'you', 'ever', 'had', 'a', 'dog', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'chicken', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'sheep,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'spider', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'cat', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'butterfly', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'butterfly', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'horse', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'elephant', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'spider', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'elephant', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'dog', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'chicken', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'horse.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'dog', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spider', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'spider', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'horse', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'cow', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'sheep', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'dog', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'cow', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cat,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'squirrel', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'cat', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'spider', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'chicken.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['She', 'dreams', 'of', 'having', 'a', 'sheep', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'elephant,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'horse.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['The', 'butterfly', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'chicken,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'squirrel', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spider', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'cow', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'sheep', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'dog', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'horse', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'squirrel', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'dog', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'squirrel', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'horse', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'sheep,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'sheep', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'sheep.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'spider', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'squirrel', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'butterfly', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'cat', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'small', 'butterfly', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cat,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'elephant,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'dog', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'elephant', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cat', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'elephant.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'chicken', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'cat', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'horse', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'dog', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'squirrel', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'horse', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'cow.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['In', 'the', 'countryside,', 'cat', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'sheep', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'cow', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'elephant', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'squirrel', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'horse', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'spider.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['In', 'the', 'countryside,', 'cat', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'horse', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'dog', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spider', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'spider.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['In', 'the', 'countryside,', 'chicken', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheep', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cow,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
